"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"15818","704","Ремонт, строительство","GP Cross-Sale","60M","1113999.55","11","7/21/2022","0"
"16027","704","Иное","GP Cross-Sale","24M","220160","14.7","7/14/2022","0"
"7802","704","Ремонт, строительство","GP Cross-Sale","36M","386724.8","10","7/14/2022","0"
"16547","705","Иное","GP Direct","48M","127000","10","7/15/2022","0"
"2288","704","","GP Cross-Sale","36M","149999.7","10","7/16/2022","0"
"23955","704","","GP Cross-Sale","36M","120000","10","7/15/2022","0"
"15318","704","Ремонт, строительство","GP Cross-Sale","60M","479999.27","21.2","7/16/2022","0"
"11654","704","Ремонт, строительство","GP Cross-Sale","60M","299997.98","15.2","7/15/2022","1"
"35027","704","Ремонт, строительство","GP Cross-Sale","48M","113900","10","7/18/2022","0"
"5054","704","Погашение кредитов в других банках","GP Cross-Sale","60M","167768","14.7","7/16/2022","0"
"9710","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","243713","10","7/21/2022","0"
"11720","709","Ремонт, строительство","GP External Refinance","60M","796892","17.2","7/26/2022","0"
"35227","704","Ремонт, строительство","GP Cross-Sale","60M","499999.97","21.2","7/19/2022","0"
"4033","704","Ремонт, строительство","GP Cross-Sale","60M","230000","25.3","7/18/2022","0"
"5630","704","Погашение кредитов в других банках","GP Cross-Sale","60M","499977.44","10.5","7/18/2022","0"
"10091","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","748280","10.9","7/18/2022","0"
"5674","704","Погашение кредитов в других банках","GP Cross-Sale","36M","299998.12","14.6","7/18/2022","0"
"5830","704","Покупка недвижимости","GP Cross-Sale","60M","761216","10.9","7/19/2022","0"
"15432","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","363000","10","7/19/2022","0"
"33521","704","Крупные покупки (мебель, техника)","GP Cross-Sale","60M","108924","15.1","8/1/2022","0"
"28828","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","88999.67","16.8","7/28/2022","0"
"17254","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","215000","10","7/20/2022","0"
"14720","704","Ремонт, строительство","GP Cross-Sale","24M","82560","16.2","7/20/2022","0"
"14998","709","Ремонт, строительство","GP External Refinance","60M","927998.88","17.3","7/25/2022","0"
"4348","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","512999.49","10.4","7/29/2022","0"
"16039","704","Погашение кредитов в других банках","GP Cross-Sale","48M","177177.6","25.9","7/28/2022","0"
"11697","704","Ремонт, строительство","GP Cross-Sale","36M","86999.03","10","7/21/2022","0"
"5577","704","Погашение кредитов в других банках","GP Cross-Sale","24M","290611.2","14.6","7/21/2022","0"
"18131","704","Ремонт, строительство","GP Cross-Sale","36M","250000","10","7/22/2022","0"
"718","704","Ремонт, строительство","GP Cross-Sale","36M","142113","10","7/21/2022","0"
"15867","704","Иное","GP Cross-Sale","24M","173926.4","15.2","7/21/2022","0"
"3452","704","Ремонт, строительство","GP Cross-Sale","60M","799999.2","10.9","7/21/2022","0"
"8572","704","Покупка недвижимости","GP Cross-Sale","60M","862000","20.7","7/21/2022","0"
"9594","704","Погашение кредитов в других банках","GP Cross-Sale","60M","178999.69","14.7","7/25/2022","0"
"24164","704","Иное","GP Cross-Sale","36M","84400.8","10","7/22/2022","0"
"1199","704","Ремонт, строительство","GP Cross-Sale","24M","244377.6","15.1","7/26/2022","0"
"1712","704","Покупка недвижимости","GP Cross-Sale","60M","1329999.6","10.9","7/25/2022","0"
"5518","704","Покупка авто (новые, б/у)","GP Cross-Sale","48M","608009.6","10.5","7/29/2022","0"
"15486","705","Ремонт, строительство","GP Direct","48M","299999","10","7/30/2022","0"
"24921","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","443208","10.4","7/25/2022","0"
"16361","704","Ремонт, строительство","GP Cross-Sale","60M","748696","11","7/25/2022","0"
"14213","709","Погашение кредитов в других банках","GP External Refinance","60M","1499999.62","17.2","7/25/2022","0"
"5156","704","Ремонт, строительство","GP Cross-Sale","60M","130208","14.7","7/27/2022","0"
"17459","704","Покупка недвижимости","GP Cross-Sale","36M","500000","10","7/29/2022","0"
"22215","704","Лечение, косметология","GP Cross-Sale","60M","109000","25.9","7/27/2022","0"
"18840","704","Иное","GP Cross-Sale","48M","393999.83","21.2","7/28/2022","0"
"13293","704","Ремонт, строительство","GP Cross-Sale","36M","377999.64","10","7/27/2022","0"
"11689","709","Погашение кредитов в других банках","GP External Refinance","60M","793999.25","17.2","7/29/2022","0"
"2934","704","Ремонт, строительство","GP Cross-Sale","36M","299998.12","15.2","8/2/2022","0"
"35226","704","Погашение кредитов в других банках","GP Cross-Sale","60M","573999.43","10.4","7/30/2022","0"
"23574","709","Ремонт, строительство","GP External Refinance","60M","943312","17.2","7/29/2022","0"
"14368","705","Ремонт, строительство","GP Direct","60M","411000","10","7/29/2022","0"
"17188","704","Иное","GP Cross-Sale","60M","155248","14.6","7/30/2022","0"
"1527","704","Ремонт, строительство","GP Cross-Sale","60M","639999.86","10.4","7/30/2022","0"
"26673","704","Иное","GP Cross-Sale","36M","672999.58","10.5","8/1/2022","0"
"12531","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","695324.8","10.4","8/1/2022","0"
"12430","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","304000","10","8/1/2022","0"
"12137","704","Иное","GP Cross-Sale","24M","140902.4","15.2","8/3/2022","0"
"5077","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","192999.56","15.2","8/3/2022","0"
"5427","704","Ремонт, строительство","GP Cross-Sale","60M","628504","10.9","8/5/2022","0"
"27056","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","250400","15.2","8/4/2022","0"
"1507","704","Ремонт, строительство","GP Cross-Sale","60M","262920","15.2","8/5/2022","0"
"4475","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","248000","10","8/8/2022","0"
"5515","704","Погашение кредитов в других банках","GP Cross-Sale","24M","189227.52","15.2","8/8/2022","0"
"12600","704","Ремонт, строительство","GP Cross-Sale","60M","390498.8","11","8/10/2022","0"
"15887","704","Ремонт, строительство","GP Cross-Sale","36M","180213","10","8/11/2022","0"
"4458","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","327898.8","10.9","8/8/2022","0"
"12635","704","Ремонт, строительство","GP Cross-Sale","36M","140000","10","8/9/2022","1"
"17654","704","Ремонт, строительство","GP Cross-Sale","60M","332000","21.3","8/12/2022","0"
"35130","704","Погашение кредитов в других банках","GP Cross-Sale","48M","141788.8","15.1","8/9/2022","0"
"12415","704","","GP Cross-Sale","48M","299998.49","10","8/9/2022","0"
"24223","707","Иное","GP Top-Up","60M","615997.82","11","8/10/2022","0"
"23431","707","Ремонт, строительство","GP Top-Up","60M","615999.01","11","8/12/2022","0"
"15456","704","Иное","GP Cross-Sale","60M","299997.98","15.1","8/15/2022","0"
"16574","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","150000","25.9","8/17/2022","0"
"23002","704","Ремонт, строительство","GP Cross-Sale","60M","999999.94","11","8/18/2022","0"
"30656","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","735000","20.7","8/17/2022","0"
"8525","704","Ремонт, строительство","GP Cross-Sale","48M","455948.8","10","8/17/2022","0"
"9353","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","36M","467387.2","10.5","8/23/2022","0"
"14266","704","Ремонт, строительство","GP Cross-Sale","24M","199999.95","15.1","8/18/2022","0"
"11659","704","Погашение кредитов в других банках","GP Cross-Sale","60M","515698.8","21.3","8/19/2022","1"
"34854","704","","GP Cross-Sale","36M","174982.4","15.1","8/31/2022","0"
"13154","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","60M","301732","10.5","8/20/2022","0"
"19889","704","Ремонт, строительство","GP Cross-Sale","48M","285980.8","15.1","8/20/2022","0"
"32861","704","","GP Cross-Sale","60M","375600","10.9","9/2/2022","0"
"4572","707","Отдых (отпуск, туризм, путешествия)","GP Top-Up","60M","970998.88","10.5","8/24/2022","0"
"18832","704","Ремонт, строительство","GP Cross-Sale","36M","299998.34","10","8/22/2022","0"
"13344","709","Иное","GP External Refinance","60M","524998.95","21.3","8/30/2022","0"
"9250","704","Ремонт, строительство","GP Cross-Sale","60M","999096","21.3","8/22/2022","1"
"16852","704","","GP Cross-Sale","48M","370998.78","10","9/1/2022","0"
"29145","704","Ремонт, строительство","GP Cross-Sale","60M","820999","11","8/22/2022","0"
"22893","704","Покупка недвижимости","GP Cross-Sale","60M","1500000","10.5","8/22/2022","0"
"10315","704","Ремонт, строительство","GP Cross-Sale","24M","92089.52","10","8/23/2022","0"
"24011","704","","GP Cross-Sale","24M","667084.8","10.4","8/29/2022","0"
"5015","707","Погашение кредитов в других банках","GP Top-Up","60M","438678.93","10.5","8/23/2022","0"
"32745","704","Ремонт, строительство","GP Cross-Sale","60M","265298.8","15.2","8/24/2022","0"
"10032","704","","GP Cross-Sale","24M","112281.6","15.2","8/29/2022","0"
"12536","704","Ремонт, строительство","GP Cross-Sale","48M","363827.2","10","8/25/2022","0"
"4873","704","Ремонт, строительство","GP Cross-Sale","60M","753704","11","8/25/2022","0"
"1309","704","","GP Cross-Sale","36M","136999.49","10","9/10/2022","0"
"17123","704","Ремонт, строительство","GP Cross-Sale","60M","518328","10.9","8/26/2022","0"
"32328","704","Погашение кредитов в других банках","GP Cross-Sale","36M","299999","10","8/26/2022","0"
"8442","704","Покупка авто (новые, б/у)","GP Cross-Sale","24M","299524.26","10","8/27/2022","1"
"16150","704","Крупные покупки (мебель, техника)","GP Cross-Sale","48M","245126.4","14.7","8/29/2022","0"
"14883","704","Ремонт, строительство","GP Cross-Sale","36M","347662.4","10.9","8/29/2022","0"
"15566","704","","GP Cross-Sale","24M","116684.8","14.6","8/30/2022","0"
"5841","709","Погашение кредитов в других банках","GP External Refinance","48M","1408000","14.5","8/30/2022","1"
"16746","709","","GP External Refinance","60M","1330000","17.2","9/13/2022","0"
"23820","704","","GP Cross-Sale","60M","404999.46","10.4","9/2/2022","0"
"18750","704","","GP Cross-Sale","60M","300000","20.8","9/1/2022","0"
"23848","704","Покупка недвижимости","GP Cross-Sale","60M","218999.84","15.2","8/31/2022","0"
"9194","704","Крупные покупки (мебель, техника)","GP Cross-Sale","48M","499908.55","21.3","8/31/2022","0"
"16557","704","","GP Cross-Sale","36M","334000","10","9/2/2022","0"
"18104","704","Крупные покупки (мебель, техника)","GP Cross-Sale","60M","453098.8","10.9","9/1/2022","0"
"20643","704","","GP Cross-Sale","36M","200000","10","9/7/2022","0"
"15511","705","","GP Direct","60M","403000","10","9/5/2022","0"
"3499","704","Ремонт, строительство","GP Cross-Sale","60M","628504","11","9/2/2022","0"
"10772","704","Иное","GP Cross-Sale","36M","200000","10","9/3/2022","0"
"10226","707","Ремонт, строительство","GP Top-Up","60M","999998.89","11","9/3/2022","0"
"12063","704","Иное","GP Cross-Sale","60M","207832","14.7","9/5/2022","0"
"31311","704","Ремонт, строительство","GP Cross-Sale","36M","141056","10","9/5/2022","0"
"12421","704","","GP Cross-Sale","60M","124999.68","14.7","9/7/2022","0"
"14829","704","Ремонт, строительство","GP Cross-Sale","24M","112281.6","15.1","9/5/2022","0"
"14232","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","783752","11","9/6/2022","0"
"17590","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","60M","678999.66","10.5","9/10/2022","0"
"5007","704","Иное","GP Cross-Sale","60M","422000","21.3","9/7/2022","0"
"18517","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","926999.58","10.5","9/7/2022","0"
"16998","704","","GP Cross-Sale","60M","328024","11","9/12/2022","0"
"14675","704","Ремонт, строительство","GP Cross-Sale","48M","728169.6","10.5","9/7/2022","0"
"14140","704","","GP Cross-Sale","24M","403886.43","10","9/12/2022","0"
"3059","704","Погашение кредитов в других банках","GP Cross-Sale","36M","375291.2","10.5","9/9/2022","0"
"23851","704","Ремонт, строительство","GP Cross-Sale","36M","299999","10","9/9/2022","0"
"6235","704","Ремонт, строительство","GP Cross-Sale","60M","135999.75","15.1","9/9/2022","0"
"14721","704","Ремонт, строительство","GP Cross-Sale","24M","66976","10","9/9/2022","0"
"15772","709","","GP External Refinance","60M","1170999.66","21.3","9/15/2022","0"
"4313","704","Ремонт, строительство","GP Cross-Sale","60M","50000","27.2","9/10/2022","0"
"11808","704","Ремонт, строительство","GP Cross-Sale","36M","347662.4","10.9","9/10/2022","0"
"19600","704","Ремонт, строительство","GP Cross-Sale","60M","245999.22","14.7","9/12/2022","0"
"3191","704","","GP Cross-Sale","36M","190000","10","9/14/2022","0"
"1096","707","Ремонт, строительство","GP Top-Up","48M","611505.32","11","9/12/2022","0"
"2290","704","Погашение кредитов в других банках","GP Cross-Sale","24M","67155.2","10","9/13/2022","0"
"12717","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","788999.13","10.4","9/13/2022","0"
"18288","704","Погашение кредитов в других банках","GP Cross-Sale","36M","299997.75","10","9/13/2022","1"
"18088","704","Иное","GP Cross-Sale","60M","1200000","21.2","9/13/2022","0"
"16176","704","Погашение кредитов в других банках","GP Cross-Sale","60M","455728","11","9/13/2022","0"
"3095","707","Ремонт, строительство","GP Top-Up","60M","849718.54","11","9/13/2022","0"
"15018","704","Ремонт, строительство","GP Cross-Sale","48M","499908.55","21.3","9/13/2022","0"
"5505","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","695999.32","11","9/14/2022","0"
"16961","704","Ремонт, строительство","GP Cross-Sale","36M","109999.93","10","9/14/2022","0"
"15979","709","","GP External Refinance","60M","227000","22.1","9/15/2022","0"
"4925","704","Ремонт, строительство","GP Cross-Sale","24M","116684.8","14.7","9/14/2022","0"
"14101","704","Ремонт, строительство","GP Cross-Sale","36M","999241.6","11","9/14/2022","0"
"11935","704","Погашение кредитов в других банках","GP Cross-Sale","36M","134976","10","9/15/2022","0"
"3926","704","Ремонт, строительство","GP Cross-Sale","36M","299727.21","10","9/16/2022","0"
"15900","709","Погашение кредитов в других банках","GP External Refinance","60M","453999","17.2","9/17/2022","0"
"26387","704","Ремонт, строительство","GP Cross-Sale","60M","202824","15.1","9/17/2022","0"
"10716","709","Ремонт, строительство","GP External Refinance","60M","717149.17","17.2","9/19/2022","0"
"14071","704","","GP Cross-Sale","36M","441999.66","10","9/22/2022","0"
"8472","704","","GP Cross-Sale","60M","999999.98","10.5","9/22/2022","0"
"16160","709","Лечение, косметология","GP External Refinance","60M","756998.96","17.2","9/20/2022","0"
"12793","709","","GP External Refinance","24M","200000","26.1","9/20/2022","0"
"6489","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","143449.6","10","9/20/2022","0"
"5558","704","Погашение кредитов в других банках","GP Cross-Sale","36M","99367.88","10","9/21/2022","0"
"2342","709","Покупка недвижимости","GP External Refinance","60M","1499999.42","16.3","9/21/2022","0"
"2143","704","Погашение кредитов в других банках","GP Cross-Sale","60M","1147000","9.5","9/21/2022","0"
"13552","704","Ремонт, строительство","GP Cross-Sale","60M","744998.84","9.9","9/21/2022","0"
"3751","704","","GP Cross-Sale","24M","299998.82","13.7","9/22/2022","0"
"7837","709","Покупка авто (новые, б/у)","GP External Refinance","60M","1041999.21","16.3","9/22/2022","0"
"13910","704","Иное","GP Cross-Sale","48M","250000","10","9/22/2022","0"
"2298","707","Иное","GP Top-Up","60M","1284998.73","10","9/22/2022","0"
"11651","704","Крупные покупки (мебель, техника)","GP Cross-Sale","60M","453000","9.5","9/22/2022","0"
"2698","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","248999.05","10","9/23/2022","1"
"16489","704","","GP Cross-Sale","60M","999999.98","9.5","9/26/2022","0"
"18877","704","Ремонт, строительство","GP Cross-Sale","60M","152744","14.2","9/23/2022","0"
"3078","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","514572","9.5","9/27/2022","0"
"18077","704","","GP Cross-Sale","36M","458436.8","10","9/26/2022","0"
"23674","704","","GP Cross-Sale","60M","913999.9","9.5","9/26/2022","0"
"17321","709","","GP External Refinance","60M","1499999.42","21.2","9/26/2022","0"
"3783","707","Ремонт, строительство","GP Top-Up","60M","814961.92","9.5","9/26/2022","0"
"7838","704","Погашение кредитов в других банках","GP Cross-Sale","48M","249507.2","10","9/26/2022","1"
"16443","704","Ремонт, строительство","GP Cross-Sale","36M","75000","10","9/26/2022","0"
"9614","709","Погашение кредитов в других банках","GP External Refinance","60M","352000","16.3","9/27/2022","0"
"23937","709","Крупные покупки (мебель, техника)","GP External Refinance","60M","727876","16.3","9/27/2022","0"
"8729","709","","GP External Refinance","60M","1334999.3","18.3","10/4/2022","0"
"18869","707","Погашение кредитов в других банках","GP Top-Up","60M","713999.16","9.5","9/27/2022","0"
"33657","709","","GP External Refinance","60M","329120","18.3","10/13/2022","0"
"16715","705","","GP Direct","24M","265999.72","10","10/1/2022","0"
"11361","705","","GP Direct","24M","116999.34","10","9/30/2022","0"
"11012","704","","GP Cross-Sale","24M","276000","10","10/5/2022","1"
"5290","709","Ремонт, строительство","GP External Refinance","60M","1499999.62","18.3","9/29/2022","0"
"29658","705","","GP Direct","60M","2389000","10.5","10/1/2022","0"
"32811","709","","GP External Refinance","60M","867998.89","18.3","10/3/2022","0"
"2052","704","","GP Cross-Sale","36M","360000","10","10/4/2022","0"
"9072","705","","GP Direct","36M","99079.2","10","10/5/2022","0"
"6310","704","Ремонт, строительство","GP Cross-Sale","36M","801999.6","9.5","9/30/2022","0"
"31043","704","Погашение кредитов в других банках","GP Cross-Sale","48M","150000","10","9/30/2022","0"
"4152","704","Лечение, косметология","GP Cross-Sale","36M","217736","10","9/30/2022","0"
"14819","707","","GP Top-Up","60M","299998.07","24.4","10/13/2022","0"
"7657","704","Крупные покупки (мебель, техника)","GP Cross-Sale","60M","515824","9.9","10/3/2022","0"
"2481","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","149999.61","10","10/3/2022","0"
"5902","704","","GP Cross-Sale","60M","628504","9.9","10/17/2022","0"
"14391","709","Лечение, косметология","GP External Refinance","60M","500000","21.3","10/4/2022","0"
"9985","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","333683.2","10","10/5/2022","1"
"798","704","","GP Cross-Sale","24M","52000","10","10/7/2022","0"
"4143","705","","GP Direct","60M","720000","12","11/5/2022","0"
"11717","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","230240","14.2","10/7/2022","0"
"25700","704","Иное","GP Cross-Sale","24M","140000","10","10/7/2022","0"
"11425","705","","GP Direct","60M","999999.98","10","10/11/2022","0"
"15025","704","Ремонт, строительство","GP Cross-Sale","24M","52999.84","10","10/8/2022","0"
"11181","704","Ремонт, строительство","GP Cross-Sale","36M","221999.04","10","10/8/2022","0"
"20180","709","","GP External Refinance","60M","1390999.5","18.2","10/11/2022","0"
"13130","704","","GP Cross-Sale","60M","299997.98","13.7","10/10/2022","0"
"15760","704","Иное","GP Cross-Sale","36M","81000","10","10/10/2022","0"
"23645","704","","GP Cross-Sale","48M","116000","10","10/11/2022","0"
"5209","707","Ремонт, строительство","GP Top-Up","60M","719092.1","10","10/11/2022","0"
"23500","704","Ремонт, строительство","GP Cross-Sale","60M","999999.94","20.2","10/12/2022","1"
"29800","709","Погашение кредитов в других банках","GP External Refinance","36M","199999.48","25.9","10/12/2022","0"
"13978","709","Иное","GP External Refinance","60M","400000","21.2","10/12/2022","0"
"35021","704","Ремонт, строительство","GP Cross-Sale","60M","1323998.76","9.9","10/12/2022","0"
"7187","709","Погашение кредитов в других банках","GP External Refinance","60M","313000","21.3","10/13/2022","0"
"6731","707","Погашение кредитов в других банках","GP Top-Up","36M","149999.36","10","10/13/2022","0"
"8801","709","","GP External Refinance","36M","280000","25.9","10/14/2022","0"
"34883","709","","GP External Refinance","60M","994004","18.3","10/18/2022","0"
"8250","709","Погашение кредитов в других банках","GP External Refinance","60M","200000","25.9","10/13/2022","0"
"7188","709","","GP External Refinance","60M","1499999.62","18.2","10/14/2022","0"
"28611","704","Иное","GP Cross-Sale","48M","608009.6","9.4","10/14/2022","0"
"5748","704","Погашение кредитов в других банках","GP Cross-Sale","60M","239999.64","13.7","10/14/2022","0"
"8832","705","Ремонт, строительство","GP Direct","48M","148878.4","10","10/14/2022","0"
"34540","709","","GP External Refinance","60M","499999.5","18.3","10/17/2022","0"
"34541","704","Крупные покупки (мебель, техника)","GP Cross-Sale","24M","118886.4","14.1","10/15/2022","0"
"16906","704","Погашение кредитов в других банках","GP Cross-Sale","36M","149999.68","10","10/17/2022","1"
"11232","704","Лечение, косметология","GP Cross-Sale","36M","243998.8","10","10/17/2022","0"
"11282","705","","GP Direct","24M","116748.12","10","11/1/2022","0"
"9004","704","","GP Cross-Sale","36M","186048","10","10/17/2022","0"
"21573","709","","GP External Refinance","36M","652000","18.3","10/19/2022","0"
"26604","704","Ремонт, строительство","GP Cross-Sale","36M","500000","10","10/18/2022","0"
"25504","709","Ремонт, строительство","GP External Refinance","60M","1172000","21.2","10/18/2022","0"
"34021","704","Ремонт, строительство","GP Cross-Sale","36M","499998.78","10","10/18/2022","0"
"3892","704","Покупка недвижимости","GP Cross-Sale","48M","499999.96","10","10/18/2022","0"
"18912","709","Иное","GP External Refinance","60M","1022000","18.3","10/19/2022","0"
"5724","704","Крупные покупки (мебель, техника)","GP Cross-Sale","24M","110638.19","10","10/19/2022","0"
"8294","709","","GP External Refinance","60M","1499999.42","21.2","10/21/2022","0"
"7241","705","Ремонт, строительство","GP Direct","60M","699999.46","27.9","10/20/2022","1"
"23360","709","","GP External Refinance","60M","756000","19.3","10/21/2022","0"
"10609","707","","GP Top-Up","36M","337957.16","21.3","10/24/2022","0"
"9641","704","Погашение кредитов в других банках","GP Cross-Sale","24M","149999.16","15","10/22/2022","0"
"22107","705","","GP Direct","48M","65000","10","11/3/2022","0"
"15531","704","Ремонт, строительство","GP Cross-Sale","24M","122188.8","14.7","10/25/2022","0"
"5649","709","","GP External Refinance","60M","520000","19.3","10/26/2022","0"
"17720","704","","GP Cross-Sale","60M","727999.19","10.9","10/25/2022","0"
"15340","704","","GP Cross-Sale","36M","178436","14.6","10/25/2022","0"
"38305","704","Иное","GP Cross-Sale","48M","101000","10","10/26/2022","0"
"10916","704","Крупные покупки (мебель, техника)","GP Cross-Sale","36M","75979.2","16.2","10/26/2022","0"
"4963","704","Ремонт, строительство","GP Cross-Sale","60M","258999.99","15.1","10/26/2022","0"
"31344","704","Ремонт, строительство","GP Cross-Sale","48M","499811.2","10","10/26/2022","1"
"8900","707","Ремонт, строительство","GP Top-Up","60M","999998.83","11","10/27/2022","0"
"12900","704","Погашение кредитов в других банках","GP Cross-Sale","36M","275999.31","15","10/27/2022","1"
"38464","705","","GP Direct","36M","130641.6","10","10/28/2022","0"
"38671","704","","GP Cross-Sale","36M","299999","15","10/31/2022","0"
"6956","707","Ремонт, строительство","GP Top-Up","24M","299523.54","15","10/29/2022","1"
"423","705","","GP Direct","24M","112000","17.1","11/30/2022","0"
"38042","704","Крупные покупки (мебель, техника)","GP Cross-Sale","60M","268999.71","15.2","10/29/2022","0"
"7554","704","Ремонт, строительство","GP Cross-Sale","36M","185000","15","10/29/2022","1"
"17322","704","","GP Cross-Sale","60M","999999.94","10.5","11/3/2022","0"
"17686","503","","Promo Beneficial Installment Loan","24M","29217","15.65","4/10/2021","1"
"21000","503","","Promo Beneficial Installment Loan","12M","8950","13.61","4/10/2021","1"
"8980","503","","Promo Beneficial Installment Loan","24M","20532.2","10.33","4/10/2021","1"
"8499","503","","Promo Beneficial Installment Loan","12M","50782.85","15.68","4/10/2021","1"
"16125","707","Прочее (укажите)","GP Top-Up","57M","699301","13.3","4/10/2021","0"
"18404","501","","Standard Installment Loan","60M","397649","12.5","4/12/2021","0"
"6380","501","","Standard Installment Loan","36M","81322","8.49","4/12/2021","1"
"7870","705","Обучение","GP Direct","39M","92015","6.5","4/12/2021","1"
"12445","501","","Standard Installment Loan","36M","145150","16.6","4/12/2021","0"
"11571","501","","Standard Installment Loan","36M","88054","8.49","4/12/2021","1"
"10975","704","Ремонт, строительство","GP Cross-Sale","57M","700000","13.3","4/13/2021","1"
"17225","501","","Standard Installment Loan","36M","100000","16.6","4/13/2021","1"
"11887","705","Ремонт, строительство","GP Direct","27M","81000","23.5","4/14/2021","1"
"6399","501","","Standard Installment Loan","60M","610049","12.5","4/14/2021","0"
"9577","503","","Promo Beneficial Installment Loan","24M","56760","12.59","4/15/2021","1"
"18266","503","","Promo Beneficial Installment Loan","18M","69030","15.65","4/15/2021","1"
"18072","704","Ремонт, строительство","GP Cross-Sale","60M","324000","14","5/22/2021","0"
"37072","707","Ремонт, строительство","GP Top-Up","48M","469886.94","13.3","4/16/2021","0"
"11818","704","","GP Cross-Sale","48M","195488","13.9","4/19/2021","1"
"31929","707","Прочее (укажите)","GP Top-Up","60M","350016","16.3","5/20/2021","0"
"1687","704","Покупка недвижимости","GP Cross-Sale","60M","700000","15.7","4/24/2021","0"
"13700","704","Ремонт, строительство","GP Cross-Sale","39M","299374.9","6.5","4/21/2021","0"
"17837","707","Ремонт, строительство","GP Top-Up","57M","577013.44","15.5","4/21/2021","0"
"5717","707","Ремонт, строительство","GP Top-Up","57M","249400.01","14.4","7/8/2021","0"
"14849","707","Ремонт, строительство","GP Top-Up","60M","199475.28","16.5","5/4/2021","0"
"14630","501","","Standard Installment Loan","60M","384049","11.9","4/24/2021","0"
"2708","503","","Promo Beneficial Installment Loan","24M","24155","15.65","4/24/2021","1"
"11118","503","","Promo Beneficial Installment Loan","12M","49500","21.5","4/24/2021","1"
"16607","503","","Promo Beneficial Installment Loan","18M","80423.81","13.6","4/24/2021","1"
"9648","501","","Standard Installment Loan","36M","99999","14.5","4/24/2021","1"
"17561","503","","Promo Beneficial Installment Loan","24M","29246.9","10.33","4/26/2021","1"
"2471","704","Покупка мебели, бытовой техники","GP Cross-Sale","60M","201864","14.4","4/26/2021","0"
"11836","707","Покупка авто (новые, б/у)","GP Top-Up","60M","300398.24","15.7","4/26/2021","0"
"1319","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","60M","156000","14.5","4/26/2021","0"
"11404","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","608872","13.3","4/26/2021","0"
"6378","503","","Promo Beneficial Installment Loan","36M","73355","10.87","4/26/2021","1"
"12524","704","Ремонт, строительство","GP Cross-Sale","60M","500000","16","6/1/2021","0"
"13686","704","Ремонт, строительство","GP Cross-Sale","51M","240117.4","6.5","4/26/2021","0"
"3102","503","","Promo Beneficial Installment Loan","18M","51740","13.6","4/26/2021","1"
"21351","503","","Promo Beneficial Installment Loan","48M","216539","8.82","4/27/2021","0"
"23335","705","Ремонт, строительство","GP Direct","39M","299374.9","21","4/27/2021","0"
"9327","503","","Promo Beneficial Installment Loan","12M","14018","19","4/27/2021","1"
"2507","707","Ремонт, строительство","GP Top-Up","60M","597716","15.5","4/29/2021","0"
"17753","503","","Promo Beneficial Installment Loan","48M","139259","8.82","4/27/2021","0"
"18854","503","","Promo Beneficial Installment Loan","12M","103038","15.68","4/30/2021","1"
"23259","705","Ремонт, строительство","GP Direct","57M","699263.4","15.5","4/28/2021","0"
"36495","704","Обучение","GP Cross-Sale","57M","128811.02","16.6","5/11/2021","0"
"498","704","","GP Cross-Sale","60M","600000","15","4/29/2021","1"
"12765","704","Ремонт, строительство","GP Cross-Sale","36M","298845.36","20.3","4/30/2021","1"
"12435","503","","Promo Beneficial Installment Loan","12M","18190.4","19.91","5/7/2021","1"
"13283","707","Покупка недвижимости","GP Top-Up","39M","299408.03","21","5/4/2021","1"
