"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"7667","704","Ремонт, строительство","GP Cross-Sale","57M","302534","20","9/12/2018","1"
"5219","704","Покупка авто (новые, б/у)","GP Cross-Sale","57M","690984","19.7","9/17/2018","0"
"16725","707","Ремонт, строительство","GP Top-Up","60M","700000","19.7","10/27/2018","1"
"2761","704","Ремонт, строительство","GP Cross-Sale","57M","499044","20","9/26/2018","1"
"2295","707","Ремонт, строительство","GP Top-Up","24M","98858.7","24.1","9/28/2018","1"
"4764","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","504800","19.7","10/12/2018","0"
"1810","705","События (свадьба, рождение, похороны)","GP Direct","57M","99968.75","24.9","10/2/2018","1"
"15862","501","","Standard Installment Loan","36M","51779","18.29","10/3/2018","0"
"18438","704","События (свадьба, рождение, похороны)","GP Cross-Sale","57M","499800","19.9","10/6/2018","1"
"17546","503","","Promo Beneficial Installment Loan","24M","13941","10.33","10/9/2018","1"
"3064","707","Ремонт, строительство","GP Top-Up","60M","654816.72","19.7","10/8/2018","1"
"18613","705","Покупка недвижимости","GP Direct","27M","179877.6","24.1","10/12/2018","1"
"14116","704","Ремонт, строительство","GP Cross-Sale","36M","175700","23.3","10/18/2018","1"
"6223","708","Прочее (укажите)","GP Refinance","60M","123328","19","10/20/2018","1"
"15834","704","Ремонт, строительство","GP Cross-Sale","36M","200000","21.5","10/19/2018","1"
"1020","503","","Promo Beneficial Installment Loan","18M","31642","18.09","10/17/2018","0"
"2090","704","Ремонт, строительство","GP Cross-Sale","57M","459056.5","19.9","10/22/2018","1"
"3512","705","Покупка авто (новые, б/у)","GP Direct","60M","699800","19.9","10/24/2018","1"
"9682","704","Покупка недвижимости","GP Cross-Sale","60M","358800","19.7","10/27/2018","0"
"16663","501","","Standard Installment Loan","36M","114106","8.49","10/30/2018","1"
"16439","704","Покупка авто (новые, б/у)","GP Cross-Sale","27M","299563.6","23.9","1/19/2019","1"
"6231","704","Прочее (укажите)","GP Cross-Sale","60M","499700","19.7","11/3/2018","1"
"11640","704","Ремонт, строительство","GP Cross-Sale","57M","293394","24.1","11/26/2018","1"
"2110","704","Покупка мебели, бытовой техники","GP Cross-Sale","57M","498929.75","19.9","11/6/2018","1"
"12382","705","Ремонт, строительство","GP Direct","60M","247500","24.1","11/6/2018","1"
"2758","707","Покупка авто (новые, б/у)","GP Top-Up","60M","697337","19.7","12/14/2018","1"
"12592","704","Прочее (укажите)","GP Cross-Sale","60M","511600","19.7","11/10/2018","1"
"11093","704","Подарки","GP Cross-Sale","39M","244736","24.1","11/23/2018","1"
"3913","705","Ремонт, строительство","GP Direct","57M","499044","19.9","11/19/2018","1"
"17297","707","Покупка авто (новые, б/у)","GP Top-Up","57M","312596","19.7","11/19/2018","1"
"14250","501","","Standard Installment Loan","10M","8877","16.1","11/20/2018","0"
"12012","708","Ремонт, строительство","GP Refinance","60M","161160","19","11/27/2018","1"
"18846","707","Прочее (укажите)","GP Top-Up","57M","499513.57","19.9","11/26/2018","1"
"9054","707","Хобби, собственное дело","GP Top-Up","60M","499893","19.9","11/29/2018","0"
"18799","704","Ремонт, строительство","GP Cross-Sale","36M","299800","24.1","11/30/2018","0"
"1338","501","","Standard Installment Loan","36M","75760","18.29","12/8/2018","1"
"13307","704","Ремонт, строительство","GP Cross-Sale","60M","50000","23.3","12/27/2018","1"
"18768","707","Прочее (укажите)","GP Top-Up","60M","199593","21.5","12/5/2018","0"
"4697","707","Ремонт, строительство","GP Top-Up","36M","294491","24.1","12/6/2018","1"
"9066","704","Покупка мебели, бытовой техники","GP Cross-Sale","57M","149439","22.5","12/13/2018","1"
"5118","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","268832","23.3","12/8/2018","1"
"23589","705","Покупка мебели, бытовой техники","GP Direct","36M","194936.4","24.1","12/7/2018","1"
"1793","704","Ремонт, строительство","GP Cross-Sale","60M","304800","19.7","12/10/2018","0"
"6149","501","","Standard Installment Loan","36M","150989","19","12/10/2018","0"
"513","501","","Standard Installment Loan","24M","17469","19.4","12/10/2018","1"
"17176","704","Ремонт, строительство","GP Cross-Sale","57M","291337.5","23.3","12/14/2018","1"
"16201","707","Покупка мебели, бытовой техники","GP Top-Up","60M","698748","19.7","12/18/2018","1"
"12189","704","Возврат денег (родственникам, друзьям)","GP Cross-Sale","57M","499958","19.9","12/14/2018","1"
"456","707","Возврат денег (родственникам, друзьям)","GP Top-Up","60M","280415","24.1","12/15/2018","1"
"16835","707","Прочее (укажите)","GP Top-Up","57M","299803.42","24.1","12/18/2018","1"
"2883","704","Прочее (укажите)","GP Cross-Sale","60M","299500","24.1","12/18/2018","1"
"16421","705","Покупка мебели, бытовой техники","GP Direct","27M","60191.6","24.9","12/21/2018","1"
"7881","704","Ремонт, строительство","GP Cross-Sale","60M","216976","23.9","1/22/2019","1"
"9064","704","События (свадьба, рождение, похороны)","GP Cross-Sale","24M","64464","23.7","12/22/2018","1"
"11925","704","Обучение","GP Cross-Sale","27M","121777.6","23","12/24/2018","1"
"9291","704","Ремонт, строительство","GP Cross-Sale","60M","423500","19.9","12/26/2018","1"
"23565","501","","Standard Installment Loan","36M","32579","8.49","12/27/2018","1"
"3189","503","","Promo Beneficial Installment Loan","10M","17022","23.65","1/9/2019","1"
"1267","705","Покупка мебели, бытовой техники","GP Direct","27M","181039.6","23.9","1/10/2019","1"
"16155","707","Ремонт, строительство","GP Top-Up","60M","699645","19.5","1/12/2019","1"
"7820","501","","Standard Installment Loan","24M","64078","16.13","1/12/2019","1"
"17804","704","Ремонт, строительство","GP Cross-Sale","48M","89111.2","23.7","1/14/2019","1"
"15359","503","","Promo Beneficial Installment Loan","12M","26886.8","15.68","1/16/2019","1"
"15287","501","","Standard Installment Loan","36M","60726","8.49","1/16/2019","1"
"16847","704","Прочее (укажите)","GP Cross-Sale","60M","189800","23.9","1/16/2019","1"
"15538","503","","Promo Beneficial Installment Loan","12M","23073","19.91","1/17/2019","1"
"10775","705","Ремонт, строительство","GP Direct","36M","118940","20.9","1/17/2019","0"
"15324","503","","Promo Beneficial Installment Loan","10M","19958","23.65","1/17/2019","1"
"12393","501","","Standard Installment Loan","12M","32318.06","15","1/17/2019","1"
"18429","503","","Promo Beneficial Installment Loan","18M","24940","16.47","1/17/2019","1"
"18722","501","","Standard Installment Loan","24M","19367","16.13","1/18/2019","1"
"28600","705","Прочее (укажите)","GP Direct","51M","294937.4","23.9","1/19/2019","1"
"9631","503","","Promo Beneficial Installment Loan","12M","29102.35","15.68","1/30/2019","0"
"3748","503","","Promo Beneficial Installment Loan","10M","21593","23.65","1/19/2019","1"
"10666","501","","Standard Installment Loan","18M","92335.5","17.54","1/19/2019","1"
"750","503","","Promo Beneficial Installment Loan","6M","13390.84","23.72","1/21/2019","1"
"13439","501","","Standard Installment Loan","36M","55686","8.49","1/19/2019","1"
"18923","705","Покупка авто (новые, б/у)","GP Direct","60M","374232","19.5","1/26/2019","1"
"16345","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","500000","19.5","1/24/2019","1"
"17431","704","Отдых (отпуск, туризм, путешествия)","GP Cross-Sale","60M","138876","23","1/26/2019","1"
"7282","705","Хобби, собственное дело","GP Direct","48M","299800","23.9","1/25/2019","1"
